0 , 0
.5 , 977
1 , 4086
1.5 , 4681
2 , 1644


3 , 0
3.5 , 772
4 , 20975
4.5 , 4519
5 , 835


6 , 0
6.5 , 120
7 , 1122
7.5 , 2190
8 , 297


9 , 0
9.5 , 83
10 , 2222
10.5 , 4542
11 , 94


12 , 0
12.5 , 151
13 , 872
13.5 , 1832
14 , 183
