0 , 0
.5 , 307
1 , 914
1.5 , 2002
2 , 412


3 , 0
3.5 , 468
4 , 3794
4.5 , 1960
5 , 518


6 , 2219
6.5 , 2165
7 , 4859
7.5 , 3812
8 , 2191


9 , 0
9.5 , 12136
10 , 2028
10.5 , 1350
11 , 1616


12 , 0
12.5 , 5214
13 , 82756
13.5 , 48520
14 , 8017
